ROWHEADER,Test,ODI,T20,IPL,name,country
Maidens,439,36,0,0,Suranga Lakmal,Sri Lanka
Wickets,171,109,8,0,Suranga Lakmal,Sri Lanka
Avg,36.43,32.42,41.25,0,Suranga Lakmal,Sri Lanka
Eco,3.01,5.46,9.52,0,Suranga Lakmal,Sri Lanka
SR,72.73,35.61,26,0,Suranga Lakmal,Sri Lanka
BBI,May-47,Apr-13,Feb-26,-/-,Suranga Lakmal,Sri Lanka
BBM,Jul-80,Apr-13,Feb-26,-/-,Suranga Lakmal,Sri Lanka
4w,7,3,0,0,Suranga Lakmal,Sri Lanka
5w,4,0,0,0,Suranga Lakmal,Sri Lanka
10w,0,0,0,0,Suranga Lakmal,Sri Lanka
Matches,30,226,84,122,Lasith Malinga,Sri Lanka
Innings,59,220,83,122,Lasith Malinga,Sri Lanka
Balls,5209,10936,1799,2827,Lasith Malinga,Sri Lanka
Runs,3349,9759,2225,3365,Lasith Malinga,Sri Lanka
Maidens,112,103,1,8,Lasith Malinga,Sri Lanka
Wickets,101,338,107,170,Lasith Malinga,Sri Lanka
Avg,33.16,28.87,20.79,19.79,Lasith Malinga,Sri Lanka
Eco,3.86,5.35,7.42,7.14,Lasith Malinga,Sri Lanka
SR,51.57,32.36,16.81,16.63,Lasith Malinga,Sri Lanka
BBI,May-50,Jun-38,05-Jun,May-13,Lasith Malinga,Sri Lanka
BBM,9/210,Jun-38,05-Jun,May-13,Lasith Malinga,Sri Lanka
4w,7,11,1,6,Lasith Malinga,Sri Lanka
5w,3,8,2,1,Lasith Malinga,Sri Lanka
10w,0,0,0,0,Lasith Malinga,Sri Lanka
Matches,2,27,14,0,Jeffrey Vandersay,Sri Lanka
Innings,2,26,14,0,Jeffrey Vandersay,Sri Lanka
Balls,288,1185,296,0,Jeffrey Vandersay,Sri Lanka
Runs,250,1065,395,0,Jeffrey Vandersay,Sri Lanka
Maidens,0,6,1,0,Jeffrey Vandersay,Sri Lanka
Wickets,5,40,7,0,Jeffrey Vandersay,Sri Lanka
Avg,50,26.63,56.43,0,Jeffrey Vandersay,Sri Lanka
Eco,5.21,5.39,8.01,0,Jeffrey Vandersay,Sri Lanka
SR,57.6,29.63,42.29,0,Jeffrey Vandersay,Sri Lanka
BBI,3/182,Jun-33,Feb-26,-/-,Jeffrey Vandersay,Sri Lanka
BBM,3/182,Jun-33,Feb-26,-/-,Jeffrey Vandersay,Sri Lanka
4w,0,1,0,0,Jeffrey Vandersay,Sri Lanka
5w,0,1,0,0,Jeffrey Vandersay,Sri Lanka
10w,0,0,0,0,Jeffrey Vandersay,Sri Lanka
Matches,28,49,16,0,Nuwan Pradeep,Sri Lanka
Innings,53,47,16,0,Nuwan Pradeep,Sri Lanka
Balls,5077,2345,278,0,Nuwan Pradeep,Sri Lanka
Runs,3003,2339,436,0,Nuwan Pradeep,Sri Lanka
Maidens,130,20,0,0,Nuwan Pradeep,Sri Lanka
Wickets,70,63,15,0,Nuwan Pradeep,Sri Lanka
Avg,42.9,37.13,29.07,0,Nuwan Pradeep,Sri Lanka
Eco,3.55,5.98,9.41,0,Nuwan Pradeep,Sri Lanka
SR,72.53,37.22,18.53,0,Nuwan Pradeep,Sri Lanka
BBI,6/132,Apr-31,Apr-25,-/-,Nuwan Pradeep,Sri Lanka
BBM,7/180,Apr-31,Apr-25,-/-,Nuwan Pradeep,Sri Lanka
4w,6,2,1,0,Nuwan Pradeep,Sri Lanka
5w,1,0,0,0,Nuwan Pradeep,Sri Lanka
10w,0,0,0,0,Nuwan Pradeep,Sri Lanka
Matches,16,248,115,83,Eoin Morgan,England
Innings,0,0,0,0,Eoin Morgan,England
Balls,0,0,0,0,Eoin Morgan,England
Runs,0,0,0,0,Eoin Morgan,England
Maidens,0,0,0,0,Eoin Morgan,England
Wickets,0,0,0,0,Eoin Morgan,England
Avg,0,0,0,0,Eoin Morgan,England
Eco,0,0,0,0,Eoin Morgan,England
SR,0,0,0,0,Eoin Morgan,England
BBI,-/-,-/-,-/-,-/-,Eoin Morgan,England
BBM,-/-,-/-,-/-,-/-,Eoin Morgan,England
4w,0,0,0,0,Eoin Morgan,England
5w,0,0,0,0,Eoin Morgan,England
10w,0,0,0,0,Eoin Morgan,England
Matches,152,177,32,3,Joe Root,England
Innings,156,77,9,1,Joe Root,England
Balls,5851,1755,84,12,Joe Root,England
Runs,3221,1731,139,14,Joe Root,England
Maidens,158,2,0,0,Joe Root,England
Wickets,71,28,6,0,Joe Root,England
Avg,45.37,61.82,23.17,0,Joe Root,England
Eco,3.3,5.92,9.93,7,Joe Root,England
SR,82.41,62.68,14,0,Joe Root,England
BBI,05-Aug,Mar-52,02-Sep,0/14,Joe Root,England
BBM,May-33,Mar-52,02-Sep,0/14,Joe Root,England
4w,2,0,0,0,Joe Root,England
5w,1,0,0,0,Joe Root,England
10w,0,0,0,0,Joe Root,England
Matches,5,116,64,21,Jason Roy,England
Innings,0,0,0,0,Jason Roy,England
Balls,0,0,0,0,Jason Roy,England
Runs,0,0,0,0,Jason Roy,England
Maidens,0,0,0,0,Jason Roy,England
Wickets,0,0,0,0,Jason Roy,England
Avg,0,0,0,0,Jason Roy,England
Eco,0,0,0,0,Jason Roy,England
SR,0,0,0,0,Jason Roy,England
BBI,-/-,-/-,-/-,-/-,Jason Roy,England
BBM,-/-,-/-,-/-,-/-,Jason Roy,England
4w,0,0,0,0,Jason Roy,England
5w,0,0,0,0,Jason Roy,England
10w,0,0,0,0,Jason Roy,England
Matches,22,30,62,1,Dawid Malan,England
Innings,8,2,1,0,Dawid Malan,England
Balls,222,15,12,0,Dawid Malan,England
Runs,131,17,27,0,Dawid Malan,England
Maidens,4,0,0,0,Dawid Malan,England
Wickets,2,1,1,0,Dawid Malan,England
Avg,65.5,17,27,0,Dawid Malan,England
Eco,3.54,6.8,13.5,0,Dawid Malan,England
SR,111,15,12,0,Dawid Malan,England
BBI,Feb-33,01-May,Jan-27,-/-,Dawid Malan,England
BBM,Feb-33,01-May,Jan-27,-/-,Dawid Malan,England
4w,0,0,0,0,Dawid Malan,England
5w,0,0,0,0,Dawid Malan,England
10w,0,0,0,0,Dawid Malan,England
Matches,68,138,92,70,Moeen Ali,England
Innings,119,128,71,54,Moeen Ali,England
Balls,12610,5988,999,806,Moeen Ali,England
Runs,7612,5311,1384,936,Moeen Ali,England
Maidens,292,13,1,1,Moeen Ali,England
Wickets,204,111,51,38,Moeen Ali,England
Avg,37.31,47.85,27.14,24.63,Moeen Ali,England
Eco,3.62,5.32,8.31,6.97,Moeen Ali,England
SR,61.81,53.95,19.59,21.21,Moeen Ali,England
BBI,Jun-53,Apr-46,Mar-24,Apr-26,Moeen Ali,England
BBM,10/112,Apr-46,Mar-24,Apr-26,Moeen Ali,England
4w,13,2,0,1,Moeen Ali,England
5w,5,0,0,0,Moeen Ali,England
10w,1,0,0,0,Moeen Ali,England
Matches,110,114,43,45,Ben Stokes,England
Innings,160,88,36,38,Ben Stokes,England
Balls,12252,3110,612,689,Ben Stokes,England
Runs,6798,3137,856,992,Ben Stokes,England
Maidens,359,8,1,2,Ben Stokes,England
Wickets,210,74,26,28,Ben Stokes,England
Avg,32.37,42.39,32.92,35.43,Ben Stokes,England
Eco,3.33,6.05,8.39,8.64,Ben Stokes,England
SR,58.34,42.03,23.54,24.61,Ben Stokes,England
BBI,Jun-22,May-61,Mar-26,Mar-15,Ben Stokes,England
BBM,8/161,May-61,Mar-26,Mar-15,Ben Stokes,England
4w,8,1,0,0,Ben Stokes,England
5w,4,1,0,0,Ben Stokes,England
10w,0,0,0,0,Ben Stokes,England
Matches,1,39,60,45,Liam Livingstone,England
Innings,0,31,41,27,Liam Livingstone,England
Balls,0,968,576,312,Liam Livingstone,England
Runs,0,982,838,469,Liam Livingstone,England
Maidens,0,2,1,0,Liam Livingstone,England
Wickets,0,25,33,13,Liam Livingstone,England
Avg,0,39.28,25.39,36.08,Liam Livingstone,England
Eco,0,6.09,8.73,9.02,Liam Livingstone,England
SR,0,38.72,17.45,24,Liam Livingstone,England
BBI,-/-,Mar-16,Mar-17,Mar-27,Liam Livingstone,England
BBM,-/-,Mar-16,Mar-17,Mar-27,Liam Livingstone,England
4w,0,0,0,0,Liam Livingstone,England
5w,0,0,0,0,Liam Livingstone,England
10w,0,0,0,0,Liam Livingstone,England
Matches,57,122,33,21,Chris Woakes,England
Innings,109,118,33,21,Chris Woakes,England
Balls,10133,5737,611,440,Chris Woakes,England
Runs,5112,5193,822,658,Chris Woakes,England
Maidens,380,53,1,0,Chris Woakes,England
Wickets,181,173,31,30,Chris Woakes,England
Avg,28.24,30.02,26.52,21.93,Chris Woakes,England
Eco,3.03,5.43,8.07,8.97,Chris Woakes,England
SR,55.98,33.16,19.71,14.67,Chris Woakes,England
BBI,Jun-17,Jun-45,03-Apr,03-Jun,Chris Woakes,England
BBM,11/102,Jun-45,03-Apr,03-Jun,Chris Woakes,England
4w,5,11,0,0,Chris Woakes,England
5w,5,3,0,0,Chris Woakes,England
10w,1,0,0,0,Chris Woakes,England
Matches,2,28,30,13,Tom Curran,England
Innings,3,28,29,13,Tom Curran,England
Balls,396,1308,588,238,Tom Curran,England
Runs,200,1290,907,430,Tom Curran,England
Maidens,14,8,1,0,Tom Curran,England
Wickets,2,34,29,13,Tom Curran,England
Avg,100,37.94,31.28,33.08,Tom Curran,England
Eco,3.03,5.92,9.26,10.84,Tom Curran,England
SR,198,38.47,20.28,18.31,Tom Curran,England
BBI,Jan-65,May-35,Apr-36,Mar-29,Tom Curran,England
BBM,Jan-82,May-35,Apr-36,Mar-29,Tom Curran,England
4w,0,2,1,0,Tom Curran,England
5w,0,1,0,0,Tom Curran,England
10w,0,0,0,0,Tom Curran,England
Matches,0,3,9,0,Lewis Gregory,England
Innings,0,3,5,0,Lewis Gregory,England
Balls,0,114,78,0,Lewis Gregory,England
Runs,0,97,117,0,Lewis Gregory,England
Maidens,0,1,0,0,Lewis Gregory,England
Wickets,0,4,2,0,Lewis Gregory,England
Avg,0,24.25,58.5,0,Lewis Gregory,England
Eco,0,5.11,9,0,Lewis Gregory,England
SR,0,28.5,39,0,Lewis Gregory,England
BBI,-/-,Mar-44,01-Oct,-/-,Lewis Gregory,England
BBM,-/-,Mar-44,01-Oct,-/-,Lewis Gregory,England
4w,0,0,0,0,Lewis Gregory,England
5w,0,0,0,0,Lewis Gregory,England
10w,0,0,0,0,Lewis Gregory,England
Matches,24,35,58,61,Sam Curran,England
Innings,42,35,57,60,Sam Curran,England
Balls,3091,1325,1043,1205,Sam Curran,England
Runs,1669,1376,1462,1947,Sam Curran,England
Maidens,96,10,2,0,Sam Curran,England
Wickets,47,33,54,58,Sam Curran,England
Avg,35.51,41.7,27.07,33.57,Sam Curran,England
Eco,3.24,6.23,8.41,9.69,Sam Curran,England
SR,65.77,40.15,19.31,20.78,Sam Curran,England
BBI,Apr-58,May-48,05-Oct,04-Nov,Sam Curran,England
BBM,May-92,May-48,05-Oct,04-Nov,Sam Curran,England
4w,2,1,0,1,Sam Curran,England
5w,0,1,1,0,Sam Curran,England
10w,0,0,0,0,Sam Curran,England
Matches,100,107,80,50,Jonny Bairstow,England
Innings,0,0,0,0,Jonny Bairstow,England
Balls,0,0,0,0,Jonny Bairstow,England
Runs,0,0,0,0,Jonny Bairstow,England
Maidens,0,0,0,0,Jonny Bairstow,England
Wickets,0,0,0,0,Jonny Bairstow,England
Avg,0,0,0,0,Jonny Bairstow,England
Eco,0,0,0,0,Jonny Bairstow,England
SR,0,0,0,0,Jonny Bairstow,England
BBI,-/-,-/-,-/-,-/-,Jonny Bairstow,England
BBM,-/-,-/-,-/-,-/-,Jonny Bairstow,England
4w,0,0,0,0,Jonny Bairstow,England
5w,0,0,0,0,Jonny Bairstow,England
10w,0,0,0,0,Jonny Bairstow,England
Matches,57,187,134,113,Jos Buttler,England
Innings,0,0,0,0,Jos Buttler,England
Balls,0,0,0,0,Jos Buttler,England
Runs,0,0,0,0,Jos Buttler,England
Maidens,0,0,0,0,Jos Buttler,England
Wickets,0,0,0,0,Jos Buttler,England
Avg,0,0,0,0,Jos Buttler,England
Eco,0,0,0,0,Jos Buttler,England
SR,0,0,0,0,Jos Buttler,England
BBI,-/-,-/-,-/-,-/-,Jos Buttler,England
BBM,-/-,-/-,-/-,-/-,Jos Buttler,England
4w,0,0,0,0,Jos Buttler,England
5w,0,0,0,0,Jos Buttler,England
10w,0,0,0,0,Jos Buttler,England
Matches,3,28,37,30,Sam Billings,England
Innings,0,0,0,0,Sam Billings,England
Balls,0,0,0,0,Sam Billings,England
Runs,0,0,0,0,Sam Billings,England
Maidens,0,0,0,0,Sam Billings,England
Wickets,0,0,0,0,Sam Billings,England
Avg,0,0,0,0,Sam Billings,England
Eco,0,0,0,0,Sam Billings,England
SR,0,0,0,0,Sam Billings,England
BBI,-/-,-/-,-/-,-/-,Sam Billings,England
BBM,-/-,-/-,-/-,-/-,Sam Billings,England
4w,0,0,0,0,Sam Billings,England
5w,0,0,0,0,Sam Billings,England
10w,0,0,0,0,Sam Billings,England
Matches,19,149,124,3,Adil Rashid,England
Innings,34,143,119,3,Adil Rashid,England
Balls,3816,7517,2600,60,Adil Rashid,England
Runs,2390,7058,3190,91,Adil Rashid,England
Maidens,50,14,5,0,Adil Rashid,England
Wickets,60,215,131,2,Adil Rashid,England
Avg,39.83,32.83,24.35,45.5,Adil Rashid,England
Eco,3.76,5.63,7.36,9.1,Adil Rashid,England
SR,63.6,34.96,19.85,30,Adil Rashid,England
BBI,May-49,May-27,04-Feb,Feb-23,Adil Rashid,England
BBM,7/178,May-27,04-Feb,Feb-23,Adil Rashid,England
4w,5,9,3,0,Adil Rashid,England
5w,2,2,0,0,Adil Rashid,England
10w,0,0,0,0,Adil Rashid,England
Matches,37,70,38,5,Mark Wood,England
Innings,69,69,37,5,Mark Wood,England
Balls,6544,3506,776,120,Mark Wood,England
Runs,3621,3267,1099,179,Mark Wood,England
Maidens,196,19,1,1,Mark Wood,England
Wickets,119,80,54,11,Mark Wood,England
Avg,30.43,40.84,20.35,16.27,Mark Wood,England
Eco,3.32,5.59,8.5,8.95,Mark Wood,England
SR,54.99,43.83,14.37,10.91,Mark Wood,England
BBI,Jun-37,Apr-33,03-Sep,May-14,Mark Wood,England
BBM,9/100,Apr-33,03-Sep,May-14,Mark Wood,England
4w,3,2,0,0,Mark Wood,England
5w,5,0,0,1,Mark Wood,England
10w,0,0,0,0,Mark Wood,England
Matches,13,31,34,47,Jofra Archer,England
Innings,24,31,34,47,Jofra Archer,England
Balls,2609,1631,754,1098,Jofra Archer,England
Runs,1304,1421,1002,1416,Jofra Archer,England
Maidens,95,18,2,3,Jofra Archer,England
Wickets,42,54,41,55,Jofra Archer,England
Avg,31.05,26.31,24.44,25.75,Jofra Archer,England
Eco,3,5.23,7.97,7.74,Jofra Archer,England
SR,62.12,30.2,18.39,19.96,Jofra Archer,England
BBI,Jun-45,Jun-40,Apr-33,Mar-15,Jofra Archer,England
BBM,Aug-85,Jun-40,Apr-33,Mar-15,Jofra Archer,England
4w,0,0,1,0,Jofra Archer,England
5w,3,1,0,0,Jofra Archer,England
10w,0,0,0,0,Jofra Archer,England
Matches,5,10,1,0,Olly Stone,England
Innings,9,9,1,0,Olly Stone,England
Balls,610,394,24,0,Olly Stone,England
Runs,400,399,36,0,Olly Stone,England
Maidens,17,2,0,0,Olly Stone,England
Wickets,17,9,0,0,Olly Stone,England
Avg,23.53,44.33,0,0,Olly Stone,England
Eco,3.93,6.08,9,0,Olly Stone,England
SR,35.88,43.78,0,0,Olly Stone,England
BBI,Mar-29,Apr-85,0/36,-/-,Olly Stone,England
BBM,Apr-68,Apr-85,0/36,-/-,Olly Stone,England
4w,0,1,0,0,Olly Stone,England
5w,0,0,0,0,Olly Stone,England
10w,0,0,0,0,Olly Stone,England
Matches,0,30,35,5,Reece Topley,England
Innings,0,30,35,5,Reece Topley,England
Balls,0,1392,706,102,Reece Topley,England
Runs,0,1257,978,182,Reece Topley,England
Maidens,0,17,0,0,Reece Topley,England
Wickets,0,47,33,5,Reece Topley,England
Avg,0,26.74,29.64,36.4,Reece Topley,England
Eco,0,5.42,8.31,10.71,Reece Topley,England
SR,0,29.62,21.39,20.4,Reece Topley,England
BBI,-/-,Jun-24,Mar-22,Feb-27,Reece Topley,England
BBM,-/-,Jun-24,Mar-22,Feb-27,Reece Topley,England
4w,0,2,0,0,Reece Topley,England
5w,0,1,0,0,Reece Topley,England
10w,0,0,0,0,Reece Topley,England
Matches,8,35,95,34,Chris Jordan,England
Innings,16,35,94,34,Chris Jordan,England
Balls,1530,1660,1953,668,Chris Jordan,England
Runs,752,1660,2846,1070,Chris Jordan,England
Maidens,74,5,2,1,Chris Jordan,England
Wickets,21,46,108,30,Chris Jordan,England
Avg,35.81,36.09,26.35,35.67,Chris Jordan,England
Eco,2.95,6,8.74,9.61,Chris Jordan,England
SR,72.86,36.09,18.08,22.27,Chris Jordan,England
BBI,Apr-18,May-29,04-Jun,04-Nov,Chris Jordan,England
BBM,Jul-50,May-29,04-Jun,04-Nov,Chris Jordan,England
4w,1,0,4,1,Chris Jordan,England
5w,0,1,0,0,Chris Jordan,England
10w,0,0,0,0,Chris Jordan,England
Matches,69,143,50,148,Faf du Plessis,South Africa
Innings,5,11,2,1,Faf du Plessis,South Africa
Balls,78,192,8,6,Faf du Plessis,South Africa
Runs,69,189,3,16,Faf du Plessis,South Africa
Maidens,0,0,0,0,Faf du Plessis,South Africa
Wickets,0,2,0,0,Faf du Plessis,South Africa
Avg,0,94.5,0,0,Faf du Plessis,South Africa
Eco,5.31,5.91,2.25,16,Faf du Plessis,South Africa
SR,0,96,0,0,Faf du Plessis,South Africa
BBI,0/1,01-Aug,0/0,0/16,Faf du Plessis,South Africa
BBM,0/1,01-Aug,0/0,0/16,Faf du Plessis,South Africa
4w,0,0,0,0,Faf du Plessis,South Africa
5w,0,0,0,0,Faf du Plessis,South Africa
10w,0,0,0,0,Faf du Plessis,South Africa
Matches,0,178,130,137,David Miller,South Africa
Innings,0,0,0,0,David Miller,South Africa
Balls,0,0,0,0,David Miller,South Africa
Runs,0,0,0,0,David Miller,South Africa
Maidens,0,0,0,0,David Miller,South Africa
Wickets,0,0,0,0,David Miller,South Africa
Avg,0,0,0,0,David Miller,South Africa
Eco,0,0,0,0,David Miller,South Africa
SR,0,0,0,0,David Miller,South Africa
BBI,-/-,-/-,-/-,-/-,David Miller,South Africa
BBM,-/-,-/-,-/-,-/-,David Miller,South Africa
4w,0,0,0,0,David Miller,South Africa
5w,0,0,0,0,David Miller,South Africa
10w,0,0,0,0,David Miller,South Africa
Matches,45,77,57,51,Aiden Markram,South Africa
Innings,21,37,30,16,Aiden Markram,South Africa
Balls,483,1085,342,151,Aiden Markram,South Africa
Runs,254,1017,487,212,Aiden Markram,South Africa
Maidens,9,2,2,0,Aiden Markram,South Africa
Wickets,3,20,13,3,Aiden Markram,South Africa
Avg,84.67,50.85,37.46,70.67,Aiden Markram,South Africa
Eco,3.16,5.62,8.54,8.42,Aiden Markram,South Africa
SR,161,54.25,26.31,50.33,Aiden Markram,South Africa
BBI,Feb-27,Feb-18,Mar-21,01-Aug,Aiden Markram,South Africa
BBM,Feb-27,Feb-18,Mar-21,01-Aug,Aiden Markram,South Africa
4w,0,0,0,0,Aiden Markram,South Africa
5w,0,0,0,0,Aiden Markram,South Africa
10w,0,0,0,0,Aiden Markram,South Africa
Matches,18,71,50,3,Rassie van der Dussen,South Africa
Innings,0,1,0,0,Rassie van der Dussen,South Africa
Balls,0,6,0,0,Rassie van der Dussen,South Africa
Runs,0,3,0,0,Rassie van der Dussen,South Africa
Maidens,0,0,0,0,Rassie van der Dussen,South Africa
Wickets,0,1,0,0,Rassie van der Dussen,South Africa
Avg,0,3,0,0,Rassie van der Dussen,South Africa
Eco,0,3,0,0,Rassie van der Dussen,South Africa
SR,0,6,0,0,Rassie van der Dussen,South Africa
BBI,-/-,01-Mar,-/-,-/-,Rassie van der Dussen,South Africa
BBM,-/-,01-Mar,-/-,-/-,Rassie van der Dussen,South Africa
4w,0,0,0,0,Rassie van der Dussen,South Africa
5w,0,0,0,0,Rassie van der Dussen,South Africa
10w,0,0,0,0,Rassie van der Dussen,South Africa
Matches,46,199,81,83,Jean,South Africa
Innings,57,135,41,49,Jean,South Africa
Balls,2703,3513,463,678,Jean,South Africa
Runs,1601,3143,599,834,Jean,South Africa
Maidens,48,9,0,0,Jean,South Africa
Wickets,42,69,21,23,Jean,South Africa
Avg,38.12,45.55,28.52,36.26,Jean,South Africa
Eco,3.55,5.37,7.76,7.38,Jean,South Africa
SR,64.36,50.91,22.05,29.48,Jean,South Africa
BBI,Apr-47,Apr-16,Mar-18,Apr-17,Jean,South Africa
BBM,Apr-51,Apr-16,Mar-18,Apr-17,Jean,South Africa
4w,2,1,0,1,Jean,South Africa
5w,0,0,0,0,Jean,South Africa
10w,0,0,0,0,Jean,South Africa
Matches,4,85,42,0,Andile Phehlukwayo,South Africa
Innings,8,79,39,0,Andile Phehlukwayo,South Africa
Balls,250,3175,748,0,Andile Phehlukwayo,South Africa
Runs,147,3040,1112,0,Andile Phehlukwayo,South Africa
Maidens,9,17,0,0,Andile Phehlukwayo,South Africa
Wickets,11,97,50,0,Andile Phehlukwayo,South Africa
Avg,13.36,31.34,22.24,0,Andile Phehlukwayo,South Africa
Eco,3.53,5.74,8.92,0,Andile Phehlukwayo,South Africa
SR,22.73,32.73,14.96,0,Andile Phehlukwayo,South Africa
BBI,Mar-13,Apr-22,Apr-24,-/-,Andile Phehlukwayo,South Africa
BBM,May-25,Apr-22,Apr-24,-/-,Andile Phehlukwayo,South Africa
4w,0,3,1,0,Andile Phehlukwayo,South Africa
5w,0,0,0,0,Andile Phehlukwayo,South Africa
10w,0,0,0,0,Andile Phehlukwayo,South Africa
Matches,3,27,30,7,Dwaine Pretorius,South Africa
Innings,6,26,27,7,Dwaine Pretorius,South Africa
Balls,480,1144,504,150,Dwaine Pretorius,South Africa
Runs,252,947,696,238,Dwaine Pretorius,South Africa
Maidens,22,9,0,0,Dwaine Pretorius,South Africa
Wickets,7,35,35,6,Dwaine Pretorius,South Africa
Avg,36,27.06,19.89,39.67,Dwaine Pretorius,South Africa
Eco,3.15,4.97,8.29,9.52,Dwaine Pretorius,South Africa
SR,68.57,32.69,14.4,25,Dwaine Pretorius,South Africa
BBI,Feb-26,Apr-36,May-17,Feb-30,Dwaine Pretorius,South Africa
BBM,Mar-82,Apr-36,May-17,Feb-30,Dwaine Pretorius,South Africa
4w,0,1,0,0,Dwaine Pretorius,South Africa
5w,0,0,1,0,Dwaine Pretorius,South Africa
10w,0,0,0,0,Dwaine Pretorius,South Africa
Matches,4,42,23,81,Chris Morris,South Africa
Innings,8,40,23,81,Chris Morris,South Africa
Balls,623,1894,498,1720,Chris Morris,South Africa
Runs,459,1756,697,2295,Chris Morris,South Africa
Maidens,15,10,3,1,Chris Morris,South Africa
Wickets,12,48,34,95,Chris Morris,South Africa
Avg,38.25,36.58,20.5,24.16,Chris Morris,South Africa
Eco,4.42,5.56,8.4,8.01,Chris Morris,South Africa
SR,51.92,39.46,14.65,18.11,Chris Morris,South Africa
BBI,Mar-38,Apr-31,Apr-27,Apr-23,Chris Morris,South Africa
BBM,May-45,Apr-31,Apr-27,Apr-23,Chris Morris,South Africa
4w,0,2,1,4,Chris Morris,South Africa
5w,0,0,0,0,Chris Morris,South Africa
10w,0,0,0,0,Chris Morris,South Africa
Matches,54,155,92,114,Quinton de Kock,South Africa
Innings,0,0,0,0,Quinton de Kock,South Africa
Balls,0,0,0,0,Quinton de Kock,South Africa
Runs,0,0,0,0,Quinton de Kock,South Africa
Maidens,0,0,0,0,Quinton de Kock,South Africa
Wickets,0,0,0,0,Quinton de Kock,South Africa
Avg,0,0,0,0,Quinton de Kock,South Africa
Eco,0,0,0,0,Quinton de Kock,South Africa
SR,0,0,0,0,Quinton de Kock,South Africa
BBI,-/-,-/-,-/-,-/-,Quinton de Kock,South Africa
BBM,-/-,-/-,-/-,-/-,Quinton de Kock,South Africa
4w,0,0,0,0,Quinton de Kock,South Africa
5w,0,0,0,0,Quinton de Kock,South Africa
10w,0,0,0,0,Quinton de Kock,South Africa
Matches,20,107,38,59,Imran Tahir,South Africa
Innings,37,104,38,59,Imran Tahir,South Africa
Balls,3925,5541,845,1316,Imran Tahir,South Africa
Runs,2294,4297,948,1703,Imran Tahir,South Africa
Maidens,86,38,0,1,Imran Tahir,South Africa
Wickets,57,173,63,82,Imran Tahir,South Africa
Avg,40.25,24.84,15.05,20.77,Imran Tahir,South Africa
Eco,3.51,4.65,6.73,7.76,Imran Tahir,South Africa
SR,68.86,32.03,13.41,16.05,Imran Tahir,South Africa
BBI,May-32,Jul-45,May-23,04-Dec,Imran Tahir,South Africa
BBM,8/130,Jul-45,May-23,04-Dec,Imran Tahir,South Africa
4w,1,7,2,3,Imran Tahir,South Africa
5w,2,3,2,0,Imran Tahir,South Africa
10w,0,0,0,0,Imran Tahir,South Africa
Matches,70,106,65,82,Kagiso Rabada,South Africa
Innings,128,104,65,82,Kagiso Rabada,South Africa
Balls,12898,5444,1393,1866,Kagiso Rabada,South Africa
Runs,7196,4613,1928,2653,Kagiso Rabada,South Africa
Maidens,427,63,3,2,Kagiso Rabada,South Africa
Wickets,327,168,71,119,Kagiso Rabada,South Africa
Avg,22.01,27.46,27.15,22.29,Kagiso Rabada,South Africa
Eco,3.35,5.08,8.3,8.53,Kagiso Rabada,South Africa
SR,39.44,32.4,19.62,15.68,Kagiso Rabada,South Africa
BBI,7/112,Jun-16,Mar-18,Apr-21,Kagiso Rabada,South Africa
BBM,13/144,Jun-16,Mar-18,Apr-21,Kagiso Rabada,South Africa
4w,14,6,0,6,Kagiso Rabada,South Africa
5w,16,2,0,0,Kagiso Rabada,South Africa
10w,4,0,0,0,Kagiso Rabada,South Africa
Matches,19,67,43,14,Lungi Ngidi,South Africa
Innings,33,66,43,14,Lungi Ngidi,South Africa
Balls,2452,3117,857,324,Lungi Ngidi,South Africa
Runs,1273,3018,1320,448,Lungi Ngidi,South Africa
Maidens,99,29,0,2,Lungi Ngidi,South Africa
Wickets,55,103,63,25,Lungi Ngidi,South Africa
Avg,23.15,29.3,20.95,17.92,Lungi Ngidi,South Africa
Eco,3.12,5.81,9.24,8.3,Lungi Ngidi,South Africa
SR,44.58,30.26,13.6,12.96,Lungi Ngidi,South Africa
BBI,Jun-39,Jun-58,May-39,04-Oct,Lungi Ngidi,South Africa
BBM,8/102,Jun-58,May-39,04-Oct,Lungi Ngidi,South Africa
4w,1,4,2,1,Lungi Ngidi,South Africa
5w,3,1,1,0,Lungi Ngidi,South Africa
10w,0,0,0,0,Lungi Ngidi,South Africa
Matches,2,55,70,5,Tabraiz Shamsi,South Africa
Innings,4,52,70,5,Tabraiz Shamsi,South Africa
Balls,483,2697,1509,120,Tabraiz Shamsi,South Africa
Runs,278,2510,1859,181,Tabraiz Shamsi,South Africa
Maidens,10,8,1,0,Tabraiz Shamsi,South Africa
Wickets,6,73,89,3,Tabraiz Shamsi,South Africa
Avg,46.33,34.38,20.89,60.33,Tabraiz Shamsi,South Africa
Eco,3.45,5.58,7.39,9.05,Tabraiz Shamsi,South Africa
SR,80.5,36.95,16.96,40,Tabraiz Shamsi,South Africa
BBI,Mar-91,May-49,May-24,Jan-21,Tabraiz Shamsi,South Africa
BBM,4/128,May-49,May-24,Jan-21,Tabraiz Shamsi,South Africa
4w,0,3,3,0,Tabraiz Shamsi,South Africa
5w,0,1,1,0,Tabraiz Shamsi,South Africa
10w,0,0,0,0,Tabraiz Shamsi,South Africa
Matches,1,10,19,7,Beuran Hendricks,South Africa
Innings,2,8,19,7,Beuran Hendricks,South Africa
